car,price,body,mileage,engV,engType,registration,year,model,drive,local da compra,regioes,Latitude,Longitude,data da compra,Ano de compra
Skoda,11100.0,sedan,110,1.6,Petrol,yes,2010,Octavia A5,front,GA,Sul,33.040619,-83.643074,2023-10-21 23:48:42,2023
Hyundai,5900.0,hatch,86,1.4,Petrol,yes,2007,Getz,,NH,Norte,43.452492,-71.563896,2023-09-20 08:53:27,2023
BMW,31111.0,sedan,117,4.4,Petrol,yes,2010,750,full,IN,Leste,36.278726,-86.302264,2023-11-05 12:00:20,2023
Mercedes-Benz,7200.0,van,200,2.2,Diesel,yes,2004,Vito ïàññ.,rear,MS,Sul,32.321384,-89.251388,2023-05-05 08:28:35,2023
Opel,2500.0,van,251,1.4,Gas,yes,1996,Combo ãðóç.,front,ME,Norte,44.693947,-69.381927,2023-09-18 20:53:36,2023
BMW,7500.0,sedan,425,,Gas,yes,1996,535,rear,ME,Norte,44.693947,-69.381927,2023-07-09 15:50:26,2023
Volkswagen,1500.0,other,160,1.4,Petrol,no,1999,Golf IV,front,VT,Norte,44.045876,-72.710686,2023-01-18 03:42:16,2023
Skoda,8000.0,sedan,126,1.8,Gas,yes,2008,Octavia,front,NJ,Leste,40.298904,-74.521011,2023-02-25 04:45:15,2023
Mercedes-Benz,6500.0,other,215,2.2,Diesel,yes,2000,Vito ïàññ.,front,NM,Oeste,34.423698,-106.445356,2023-03-21 02:20:40,2023
Opel,18900.0,sedan,69,2.0,Petrol,yes,2011,Insignia,front,OK,Sul,36.820746,-95.929594,2023-10-17 23:16:58,2023
Ford,7500.0,hatch,138,1.4,Petrol,yes,2008,Focus,front,WV,Sul,38.491226,-80.954522,2023-07-31 06:24:36,2023
Chevrolet,4500.0,sedan,135,1.6,Gas,yes,2007,Aveo,front,NJ,Leste,40.298904,-74.521011,2023-03-17 03:14:53,2023
Skoda,6500.0,hatch,260,1.6,Gas,yes,2003,Octavia,front,KY,Sul,37.66814,-84.670067,2023-08-18 12:01:19,2023
Skoda,7500.0,sedan,105,1.6,Diesel,no,2012,Octavia A5,front,AR,Sul,34.969704,-92.373123,2023-11-21 02:53:33,2023
Hyundai,5900.0,sedan,99,1.4,Petrol,yes,2009,Accent,front,MD,Sul,39.063946,-76.802101,2023-02-11 01:39:51,2023
BMW,0.0,crossover,200,3.0,Diesel,yes,2009,X5,full,WA,Oeste,47.731157,-120.805472,2023-08-08 19:51:07,2023
Daewoo,3400.0,sedan,133,1.3,Gas,yes,2005,Sens,front,FL,Sul,27.766279,-81.686783,2023-06-10 07:45:56,2023
Renault,5500.0,sedan,153,1.6,Other,yes,2006,Megane,front,MT,Norte,46.116203,-112.869665,2023-12-13 21:27:21,2023
BMW,1750.0,vagon,200,2.0,Petrol,no,2000,520,rear,CA,Oeste,36.116203,-119.681564,2023-09-10 06:49:51,2023
Daewoo,3200.0,sedan,172,1.3,Gas,yes,2006,Sens,front,IL,Leste,40.298904,-87.43114,2023-12-19 03:45:35,2023
VAZ,3900.0,hatch,109,1.6,Petrol,yes,2008,2172,front,WI,Norte,43.351915,-88.825217,2023-11-20 03:50:07,2023
Volkswagen,9000.0,hatch,120,1.2,Diesel,yes,2012,Polo,front,NJ,Leste,40.298904,-74.521011,2023-02-24 15:10:47,2023
Kia,9500.0,sedan,98,1.6,Petrol,yes,2011,Cerato,front,MT,Norte,46.116203,-112.869665,2023-08-10 00:32:05,2023
Skoda,8800.0,hatch,190,2.0,Petrol,yes,2008,Octavia A5,front,OR,Oeste,33.004106,-116.418468,2023-12-05 11:28:23,2023
Chevrolet,8500.0,sedan,67,1.5,Gas,yes,2011,Aveo,front,CO,Oeste,39.059811,-105.311104,2023-09-01 18:54:07,2023
Skoda,5000.0,sedan,230,2.0,Petrol,yes,2001,Octavia,front,MT,Norte,46.116203,-112.869665,2023-05-06 23:31:18,2023
Volkswagen,6000.0,van,200,2.0,Diesel,yes,2008,Caddy ãðóç.,front,AL,Sul,32.806671,-86.79113,2023-04-05 08:23:47,2023
Ford,16400.0,crossover,87,2.5,Petrol,yes,2010,Kuga,full,MS,Sul,32.321384,-89.251388,2023-03-23 06:08:52,2023
Mercedes-Benz,11999.0,other,215,2.2,Diesel,yes,2007,Vito ïàññ.,rear,VA,Sul,38.003385,-79.458786,2023-01-03 13:47:27,2023
Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998,Golf IV,front,UT,Oeste,40.150032,-111.862434,2023-06-11 12:27:54,2023
Volkswagen,21500.0,crossover,178,3.0,Diesel,yes,2008,Touareg,full,NC,Sul,35.630066,-79.806419,2023-10-04 16:04:47,2023
Daewoo,4300.0,sedan,80,1.3,Gas,yes,2012,Sens,front,NE,Desconhecido,41.12537,-98.268082,2023-06-25 13:22:56,2023
Honda,11000.0,sedan,180,1.8,Petrol,yes,2009,Civic,front,CO,Oeste,39.059811,-105.311104,2023-12-12 10:28:06,2023
Chevrolet,5350.0,crossover,140,1.7,Petrol,yes,2008,Niva,full,HI,Oeste,21.094318,-157.498337,2023-08-23 20:00:54,2023
Subaru,14600.0,crossover,93,3.6,Petrol,yes,2008,Tribeca,full,MA,Norte,42.230171,-71.530106,2023-02-20 13:22:33,2023
Daewoo,3667.95,hatch,58,0.8,Petrol,yes,2006,Matiz,front,MN,Norte,44.299782,-93.774173,2023-04-12 01:16:44,2023
Kia,8500.0,sedan,153,2.0,Gas,yes,2007,Magentis,front,MS,Sul,32.321384,-89.251388,2023-12-05 08:44:46,2023
ZAZ,5200.0,sedan,53,1.5,Gas,yes,2012,Lanos,front,MA,Norte,42.230171,-71.530106,2023-12-03 22:40:10,2023
VAZ,5700.0,hatch,97,1.6,Petrol,yes,2012,2172,front,NC,Sul,35.630066,-79.806419,2023-08-25 05:43:40,2023
BMW,25800.0,sedan,203,2.0,Diesel,yes,2010,520,rear,AR,Sul,34.969704,-92.373123,2023-01-29 12:41:20,2023
BMW,5900.0,vagon,220,2.8,Petrol,yes,1995,520,rear,NV,Oeste,38.313515,-117.055374,2023-04-24 06:13:23,2023
Volkswagen,2000.0,sedan,300,1.3,Petrol,yes,1988,Jetta,front,TX,Sul,31.054487,-97.563461,2023-01-21 20:23:31,2023
BMW,12900.0,sedan,200,2.5,Petrol,yes,2006,523,rear,GA,Sul,33.040619,-83.643074,2023-09-15 09:51:16,2023
Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015,E-Class,full,MI,Norte,42.874721,-86.251989,2023-07-17 18:59:09,2023
Daewoo,3850.0,sedan,45,1.3,Petrol,yes,2011,Sens,,MI,Norte,42.874721,-86.251989,2023-02-04 17:24:53,2023
Opel,9500.0,other,157,2.0,Diesel,yes,2011,Vivaro ãðóç.,front,MS,Sul,32.321384,-89.251388,2023-09-01 12:17:43,2023
BMW,8200.0,sedan,287,2.5,Gas,yes,1999,525,rear,WA,Oeste,47.731157,-120.805472,2023-10-16 10:04:39,2023
Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005,Caddy ïàññ.,front,SC,Sul,33.856892,-80.945007,2023-10-30 20:02:49,2023
Volkswagen,2900.0,vagon,257,1.9,Diesel,no,2003,Passat B5,front,MT,Norte,46.116203,-112.869665,2023-09-07 16:53:03,2023
Opel,10800.0,hatch,168,1.7,Diesel,yes,2010,Astra J,front,AR,Sul,34.969704,-92.373123,2023-08-19 21:12:26,2023
Opel,4300.0,sedan,370,2.0,Gas,yes,1997,Omega,rear,VA,Sul,38.003385,-79.458786,2023-10-23 12:37:44,2023
Renault,0.0,vagon,117,1.5,Diesel,yes,2007,Grand Scenic,front,NV,Oeste,38.313515,-117.055374,2023-01-26 01:24:01,2023
Mercedes-Benz,17800.0,sedan,73,3.0,Petrol,yes,2008,C-Class,full,WI,Norte,43.351915,-88.825217,2023-06-21 21:52:39,2023
Skoda,2800.0,vagon,223,1.9,Diesel,no,2000,Octavia Tour,front,NC,Sul,35.630066,-79.806419,2023-05-20 20:51:26,2023
Jaguar,47794.5,sedan,2,2.0,Diesel,yes,2015,XF,rear,TN,Sul,35.747845,-86.692345,2023-08-29 09:09:55,2023
Renault,10700.0,van,150,1.9,Diesel,yes,2006,Trafic ïàññ.,front,MN,Norte,44.299782,-93.774173,2023-10-05 00:39:14,2023
Honda,22000.0,sedan,0,1.6,Petrol,yes,2016,Civic,front,ME,Norte,44.693947,-69.381927,2023-10-26 07:27:28,2023
Nissan,3600.0,vagon,240,1.6,Petrol,yes,1992,Sunny,front,CA,Oeste,36.116203,-119.681564,2023-05-05 02:49:51,2023
Ford,6900.0,van,74,1.8,Diesel,yes,2011,Transit Connect ãðóç.,front,HI,Oeste,21.094318,-157.498337,2023-03-17 11:17:17,2023
Kia,4200.0,crossover,250,2.5,Diesel,no,2005,Sorento,full,NV,Oeste,38.313515,-117.055374,2023-03-12 21:35:33,2023
Skoda,16000.0,crossover,81,1.8,Petrol,yes,2012,Yeti,full,SD,Norte,44.299782,-99.438828,2023-08-20 10:25:40,2023
Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016,Pajero Sport,full,MA,Norte,42.230171,-71.530106,2023-08-15 10:05:21,2023
Renault,6750.0,other,110,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,FL,Sul,27.766279,-81.686783,2023-08-23 00:28:47,2023
Honda,9600.0,sedan,126,1.8,Petrol,yes,2008,Civic,front,WA,Oeste,47.731157,-120.805472,2023-11-11 22:15:05,2023
Mitsubishi,2900.0,hatch,300,1.8,Petrol,yes,1989,Galant,front,AK,Oeste,61.370716,-149.493686,2023-06-04 18:09:28,2023
Lincoln,10000.0,sedan,237,4.6,Gas,yes,2000,Town Car,rear,WY,Oeste,42.755966,-107.30249,2023-05-26 17:20:00,2023
Renault,6500.0,van,127,1.5,Diesel,yes,2011,Kangoo ãðóç.,front,AR,Sul,34.969704,-92.373123,2023-03-23 21:17:12,2023
Hyundai,7000.0,hatch,84,1.6,Petrol,yes,2008,Getz,front,NJ,Leste,40.298904,-74.521011,2023-03-21 12:26:31,2023
Renault,7700.0,van,125,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,HI,Oeste,21.094318,-157.498337,2023-02-28 08:26:26,2023
Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001,Golf IV,front,MA,Norte,42.230171,-71.530106,2023-06-06 10:10:24,2023
Renault,7245.0,sedan,87,1.4,Petrol,yes,2008,Megane,,NV,Oeste,38.313515,-117.055374,2023-10-18 03:54:36,2023
SsangYong,12500.0,crossover,133,2.7,Diesel,yes,2009,Rexton II,full,MO,Desconhecido,36.116203,-89.831988,2023-06-14 16:14:06,2023
BMW,6800.0,sedan,4,2.8,Gas,yes,1995,528,rear,MO,Desconhecido,36.116203,-89.831988,2023-10-27 15:53:52,2023
Subaru,12803.0,crossover,150,,Gas,yes,2006,Tribeca,full,ND,Norte,47.528912,-99.784012,2023-09-19 13:32:40,2023
Ford,8500.0,sedan,100,2.0,Diesel,yes,2003,Mondeo,front,ME,Norte,44.693947,-69.381927,2023-10-04 16:21:01,2023
Peugeot,6928.35,hatch,68,1.0,Petrol,yes,2012,107,front,UT,Oeste,40.150032,-111.862434,2023-01-26 08:26:26,2023
Volkswagen,13708.5,hatch,51,1.4,Petrol,yes,2014,Polo,front,NJ,Leste,40.298904,-74.521011,2023-02-02 21:54:33,2023
Chery,2800.0,hatch,76,1.1,Petrol,yes,2007,QQ,front,WA,Oeste,47.731157,-120.805472,2023-04-18 19:44:09,2023
Volkswagen,12500.0,sedan,128,2.0,Petrol,yes,2007,Passat B6,front,CA,Oeste,36.116203,-119.681564,2023-01-09 22:28:41,2023
Kia,10900.0,crossover,131,2.0,Gas,yes,2008,Sportage,full,OH,Leste,40.388783,-82.764915,2023-09-17 08:05:09,2023
BMW,4700.0,sedan,390,2.5,Petrol,yes,1991,525,rear,AK,Oeste,61.370716,-149.493686,2023-03-20 15:07:02,2023
Toyota,18900.0,crossover,90,2.0,Petrol,yes,2010,Rav 4,full,RI,Norte,41.680893,-71.51178,2023-05-21 23:05:35,2023
Toyota,14500.0,sedan,147,2.4,Gas,yes,2006,Camry,front,MD,Sul,39.063946,-76.802101,2023-08-26 19:30:46,2023
Peugeot,6000.0,sedan,240,1.8,Petrol,yes,2005,407,front,MN,Norte,44.299782,-93.774173,2023-07-22 08:44:37,2023
Volkswagen,30900.0,sedan,30,2.0,Diesel,yes,2014,Passat B7,front,IN,Leste,36.278726,-86.302264,2023-03-18 03:10:15,2023
Chevrolet,15000.0,sedan,75,1.8,Gas,yes,2014,Cruze,front,KY,Sul,37.66814,-84.670067,2023-03-02 04:28:59,2023
Ford,13266.0,hatch,19,,Other,yes,2013,Focus Electric,front,IA,Norte,42.019842,-93.210526,2023-06-20 02:52:06,2023
Daewoo,5555.0,other,16,1.5,Petrol,yes,2010,Nexia,front,VA,Sul,38.003385,-79.458786,2023-04-10 01:22:20,2023
Hyundai,36000.0,crossover,70,2.2,Diesel,yes,2013,Santa FE,full,IN,Leste,36.278726,-86.302264,2023-03-26 13:51:54,2023
Opel,4399.0,hatch,177,1.0,Petrol,yes,2002,Corsa,front,IN,Leste,36.278726,-86.302264,2023-02-02 02:43:17,2023
Fiat,0.0,van,124,1.3,Diesel,yes,2013,Fiorino ãðóç.,front,MN,Norte,44.299782,-93.774173,2023-11-25 22:07:37,2023
Renault,4500.0,sedan,305,1.5,Diesel,yes,2004,Megane,front,NV,Oeste,38.313515,-117.055374,2023-10-12 13:32:12,2023
Mercedes-Benz,25500.0,crossover,77,3.5,Petrol,yes,2008,ML 350,full,MD,Sul,39.063946,-76.802101,2023-03-15 20:38:26,2023
Chevrolet,6650.0,sedan,127,1.8,Gas,yes,2006,Lacetti,front,IN,Leste,36.278726,-86.302264,2023-09-10 16:43:23,2023
Skoda,5999.0,hatch,98,1.2,Gas,yes,2007,Fabia,front,PA,Leste,40.590752,-77.209755,2023-02-03 20:43:40,2023
Mercedes-Benz,7700.0,sedan,199,5.0,Petrol,yes,1996,S 500,rear,FL,Sul,27.766279,-81.686783,2023-03-09 10:14:55,2023
Mercedes-Benz,14500.0,van,300,2.2,Diesel,yes,2005,Sprinter 313 ïàññ.,rear,IN,Leste,36.278726,-86.302264,2023-04-21 02:15:40,2023
Volkswagen,11000.0,vagon,127,1.6,Diesel,yes,2012,Golf VI,front,OH,Leste,40.388783,-82.764915,2023-01-23 02:52:31,2023
Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,full,IN,Leste,36.278726,-86.302264,2023-01-13 18:33:27,2023
Mercedes-Benz,4100.0,crossover,1,3.5,Petrol,yes,2007,ML 350,full,SD,Norte,44.299782,-99.438828,2023-08-15 15:11:41,2023
Mazda,8250.0,sedan,190,2.0,Petrol,yes,2006,6,front,VA,Sul,38.003385,-79.458786,2023-04-19 13:20:27,2023
Toyota,2600.0,sedan,218,2.2,Petrol,yes,1994,Camry,front,ID,Oeste,44.299782,-114.74204,2023-04-15 00:43:48,2023
Volkswagen,10950.0,van,177,2.0,Diesel,yes,2011,Caddy ãðóç.,front,OH,Leste,40.388783,-82.764915,2023-02-15 10:25:50,2023
Audi,28950.0,crossover,60,2.0,Petrol,yes,2012,Q5,full,MS,Sul,32.321384,-89.251388,2023-08-24 22:05:24,2023
VAZ,3200.0,sedan,160,1.6,Petrol,yes,2007,2110,front,WA,Oeste,47.731157,-120.805472,2023-01-24 01:43:23,2023
VAZ,1299.0,vagon,1,1.5,Other,yes,2002,2104,,ID,Oeste,44.299782,-114.74204,2023-09-04 01:38:49,2023
VAZ,4650.0,sedan,92,1.6,Petrol,yes,2011,2170,front,MD,Sul,39.063946,-76.802101,2023-04-03 19:32:52,2023
Fiat,6200.0,van,150,1.3,Diesel,yes,2012,Fiorino ãðóç.,front,AR,Sul,34.969704,-92.373123,2023-10-14 14:24:14,2023
Hyundai,17000.0,crossover,54,2.0,Petrol,yes,2010,IX35,full,ND,Norte,47.528912,-99.784012,2023-12-11 16:30:38,2023
Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000,C-Class,rear,DE,Sul,38.665721,-75.755137,2023-05-13 19:05:33,2023
VAZ,2800.0,hatch,140,,Gas,yes,2002,21093,front,MI,Norte,42.874721,-86.251989,2023-01-19 08:09:23,2023
Fiat,13999.0,other,120,1.6,Diesel,yes,2012,Doblo ïàññ.,front,MO,Desconhecido,36.116203,-89.831988,2023-10-26 00:07:11,2023
Renault,11900.0,other,173,2.0,Diesel,yes,2012,Trafic ãðóç.,front,TN,Sul,35.747845,-86.692345,2023-12-30 17:08:00,2023
Chrysler,13800.0,sedan,167,3.5,Petrol,yes,2005,300 C,,VT,Norte,44.045876,-72.710686,2023-09-22 14:19:14,2023
Renault,1999.0,vagon,260,1.9,Diesel,no,2001,Laguna,front,WI,Norte,43.351915,-88.825217,2023-03-12 03:42:23,2023
Renault,7199.0,sedan,104,1.5,Diesel,yes,2010,Symbol,front,RI,Norte,41.680893,-71.51178,2023-08-23 14:40:34,2023
Peugeot,9600.0,vagon,98,1.6,Diesel,yes,2010,308,front,SD,Norte,44.299782,-99.438828,2023-04-30 13:40:05,2023
Audi,7000.0,vagon,320,1.9,Diesel,yes,1996,A4,front,OR,Oeste,33.004106,-116.418468,2023-10-04 13:43:39,2023
Mercedes-Benz,0.0,sedan,0,2.2,Diesel,yes,2016,V 250,full,HI,Oeste,21.094318,-157.498337,2023-12-15 15:54:15,2023
Renault,9600.0,vagon,184,1.5,Diesel,yes,2011,Megane,front,HI,Oeste,21.094318,-157.498337,2023-07-23 14:08:31,2023
Kia,4000.0,hatch,130,,Petrol,yes,2011,Rio,front,VT,Norte,44.045876,-72.710686,2023-01-10 07:46:55,2023
Audi,2650.0,sedan,300,2.0,Petrol,yes,1987,80,front,UT,Oeste,40.150032,-111.862434,2023-11-19 23:29:25,2023
Kia,10700.0,other,117,1.6,Petrol,yes,2010,Cerato,front,NV,Oeste,38.313515,-117.055374,2023-08-27 04:59:39,2023
Mercedes-Benz,169000.0,other,1,4.7,Petrol,yes,2015,S 500,full,NE,Desconhecido,41.12537,-98.268082,2023-12-02 16:51:40,2023
Volkswagen,6500.0,van,186,2.8,Petrol,yes,2000,Sharan,front,VT,Norte,44.045876,-72.710686,2023-05-20 17:14:00,2023
Fiat,7700.0,vagon,223,1.9,Diesel,yes,2008,Doblo ïàññ.,front,MD,Sul,39.063946,-76.802101,2023-01-11 12:13:16,2023
Nissan,6700.0,sedan,170,2.0,Petrol,yes,2003,Primera,front,ID,Oeste,44.299782,-114.74204,2023-03-22 09:50:32,2023
ZAZ,4600.0,sedan,88,,Gas,yes,2014,Sens,,SD,Norte,44.299782,-99.438828,2023-10-17 06:30:40,2023
Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007,Avensis,front,RI,Norte,41.680893,-71.51178,2023-03-24 22:42:54,2023
Toyota,8700.0,hatch,140,,Petrol,yes,2008,Auris,front,GA,Sul,33.040619,-83.643074,2023-06-27 21:41:12,2023
BMW,28700.0,other,160,3.0,Petrol,yes,2011,528,rear,LA,Sul,31.169546,-91.867805,2023-11-13 22:57:44,2023
Toyota,47500.0,crossover,45,3.0,Diesel,yes,2014,Land Cruiser Prado,full,AZ,Oeste,33.729759,-111.431221,2023-12-18 01:23:53,2023
Toyota,21200.0,crossover,135,4.0,Gas,yes,2007,Land Cruiser Prado,full,SC,Sul,33.856892,-80.945007,2023-09-16 09:17:44,2023
Nissan,8000.0,crossover,90,,Petrol,yes,2012,Juke,front,OH,Leste,40.388783,-82.764915,2023-07-15 19:34:35,2023
Mazda,1800.0,hatch,1,,Other,no,2009,3,front,AL,Sul,32.806671,-86.79113,2023-08-04 12:52:48,2023
Volkswagen,10900.0,sedan,273,2.0,Petrol,yes,2006,Passat B6,front,OR,Oeste,33.004106,-116.418468,2023-10-31 14:19:06,2023
Opel,1100.0,sedan,1,1.3,Petrol,yes,1988,Kadett,front,PA,Leste,40.590752,-77.209755,2023-01-10 15:53:42,2023
VAZ,2750.0,sedan,300,1.5,Petrol,yes,2002,2110,front,LA,Sul,31.169546,-91.867805,2023-06-10 06:25:35,2023
VAZ,2350.0,vagon,50,1.5,Petrol,yes,2000,2111,front,OH,Leste,40.388783,-82.764915,2023-12-22 02:27:53,2023
VAZ,1350.0,hatch,100,1.3,Petrol,yes,1987,2108,front,PA,Leste,40.590752,-77.209755,2023-03-15 21:20:58,2023
VAZ,3600.0,hatch,161,1.6,Gas,yes,2007,2112,front,NJ,Leste,40.298904,-74.521011,2023-01-06 15:00:33,2023
VAZ,3300.0,sedan,96,1.6,Gas,yes,2008,2115,front,ND,Norte,47.528912,-99.784012,2023-05-20 21:15:46,2023
Lexus,19500.0,sedan,93,3.5,Gas,yes,2007,ES 350,front,IA,Norte,42.019842,-93.210526,2023-06-07 05:37:17,2023
Audi,3990.0,sedan,413,2.6,Gas,yes,1993,100,front,MN,Norte,44.299782,-93.774173,2023-11-01 04:19:26,2023
Volkswagen,0.0,van,1,,Diesel,yes,2005,Caddy ïàññ.,,MS,Sul,32.321384,-89.251388,2023-12-11 10:02:04,2023
Subaru,7000.0,vagon,189,20.0,Petrol,yes,2004,Impreza,full,NV,Oeste,38.313515,-117.055374,2023-03-27 06:15:32,2023
Audi,16999.0,hatch,69,1.4,Petrol,yes,2012,A1,front,AR,Sul,34.969704,-92.373123,2023-10-10 12:36:21,2023
Mercedes-Benz,19500.0,crossover,172,3.5,Other,yes,2008,ML 350,full,AL,Sul,32.806671,-86.79113,2023-03-12 16:18:53,2023
Jeep,5500.0,crossover,120,2.7,Diesel,no,2003,Grand Cherokee,full,NM,Oeste,34.423698,-106.445356,2023-07-26 07:05:24,2023
BMW,38000.0,crossover,223,3.0,Diesel,yes,2011,535,full,ID,Oeste,44.299782,-114.74204,2023-02-16 15:33:15,2023
Volkswagen,6800.0,van,170,2.0,Gas,no,2011,Caddy ïàññ.,front,PA,Leste,40.590752,-77.209755,2023-03-09 02:26:02,2023
Opel,7200.0,sedan,167,2.2,Gas,yes,2002,Omega,rear,VA,Sul,38.003385,-79.458786,2023-10-23 02:43:23,2023
Daewoo,2450.0,sedan,126,1.5,Petrol,yes,2007,Nexia,front,WY,Oeste,42.755966,-107.30249,2023-12-09 04:27:30,2023
Renault,6200.0,van,228,2.5,Diesel,yes,2005,Trafic ãðóç.,front,OR,Oeste,33.004106,-116.418468,2023-10-02 19:53:10,2023
Nissan,15900.0,other,30,1.6,Petrol,yes,2013,Juke,front,LA,Sul,31.169546,-91.867805,2023-05-09 21:13:45,2023
Chery,3999.0,sedan,90,2.0,Petrol,yes,2008,Eastar,front,FL,Sul,27.766279,-81.686783,2023-08-16 19:48:01,2023
Volkswagen,10900.0,van,240,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,front,OR,Oeste,33.004106,-116.418468,2023-02-20 14:49:20,2023
BMW,4500.0,sedan,300,3.0,Diesel,yes,2000,330,rear,WI,Norte,43.351915,-88.825217,2023-08-11 06:56:22,2023
Nissan,7500.0,hatch,115,1.6,Petrol,yes,2008,Note,front,IL,Leste,40.298904,-87.43114,2023-01-26 22:41:51,2023
Hyundai,6700.0,sedan,87,1.5,Diesel,yes,2008,Accent,front,VT,Norte,44.045876,-72.710686,2023-12-13 09:06:10,2023
Volkswagen,12999.0,van,237,2.5,Diesel,yes,2005,Multivan,front,MA,Norte,42.230171,-71.530106,2023-04-26 02:04:59,2023
Subaru,8700.0,vagon,175,2.0,Gas,yes,2004,Forester,full,IL,Leste,40.298904,-87.43114,2023-10-05 05:15:17,2023
Peugeot,2449.0,other,200,1.6,Gas,no,2000,306,front,OK,Sul,36.820746,-95.929594,2023-06-24 11:06:31,2023
Opel,6550.0,sedan,240,3.2,Petrol,yes,2004,Vectra C,front,LA,Sul,31.169546,-91.867805,2023-08-17 22:24:48,2023
Renault,7500.0,van,200,2.2,Diesel,yes,2002,Espace,front,MS,Sul,32.321384,-89.251388,2023-09-13 10:03:00,2023
Skoda,6100.0,vagon,205,1.6,Diesel,no,2012,Octavia A5,front,MA,Norte,42.230171,-71.530106,2023-03-05 16:25:40,2023
Mitsubishi,17900.0,crossover,140,3.8,Gas,yes,2007,Pajero Wagon,full,ND,Norte,47.528912,-99.784012,2023-03-22 18:28:05,2023
Chery,4200.0,hatch,37,1.1,Petrol,yes,2012,QQ,front,HI,Oeste,21.094318,-157.498337,2023-10-10 19:21:19,2023
BMW,8000.0,sedan,194,2.0,Petrol,yes,1985,520,rear,ID,Oeste,44.299782,-114.74204,2023-08-21 00:45:50,2023
Land Rover,3550.0,vagon,255,2.5,Diesel,no,2001,Discovery,full,MD,Sul,39.063946,-76.802101,2023-11-20 21:03:21,2023
Audi,15500.0,sedan,210,2.0,Diesel,yes,2008,A4,rear,ID,Oeste,44.299782,-114.74204,2023-07-12 06:58:21,2023
Honda,19000.0,crossover,137,3.5,Petrol,yes,2008,Pilot,full,NC,Sul,35.630066,-79.806419,2023-12-23 03:08:14,2023
VAZ,5250.0,sedan,56,1.6,Gas,yes,2008,2170,front,NE,Desconhecido,41.12537,-98.268082,2023-10-27 00:15:25,2023
Kia,21999.0,crossover,120,2.2,Diesel,yes,2013,Sorento,,AR,Sul,34.969704,-92.373123,2023-02-07 17:10:04,2023
Audi,5700.0,vagon,250,2.0,Diesel,no,2006,A4,front,VT,Norte,44.045876,-72.710686,2023-09-30 18:55:17,2023
Ford,10999.0,hatch,57,1.5,Diesel,yes,2013,Fiesta,front,IL,Leste,40.298904,-87.43114,2023-04-20 11:44:34,2023
Ford,6200.0,hatch,150,1.6,Petrol,yes,2007,Focus,,MI,Norte,42.874721,-86.251989,2023-02-13 14:15:10,2023
VAZ,1750.0,vagon,120,1.5,Petrol,yes,2004,2104,rear,TX,Sul,31.054487,-97.563461,2023-01-02 02:44:10,2023
Skoda,2650.0,sedan,220,1.9,Diesel,no,2004,Octavia,front,GA,Sul,33.040619,-83.643074,2023-08-23 20:40:36,2023
Mitsubishi,3950.0,other,280,2.5,Diesel,no,1994,Pajero,full,MA,Norte,42.230171,-71.530106,2023-01-12 07:36:05,2023
Volkswagen,11450.0,van,140,2.0,Diesel,yes,2010,Caddy ïàññ.,full,AK,Oeste,61.370716,-149.493686,2023-09-15 08:27:33,2023
Ford,8300.0,other,262,2.2,Diesel,yes,2008,Transit ãðóç.,front,SD,Norte,44.299782,-99.438828,2023-09-15 20:46:12,2023
Bentley,85000.0,other,20,6.0,Petrol,yes,2008,Continental,full,OH,Leste,40.388783,-82.764915,2023-07-25 04:57:09,2023
Fiat,5800.0,van,260,1.9,Diesel,yes,2008,Doblo ãðóç.,front,ME,Norte,44.693947,-69.381927,2023-07-17 13:49:58,2023
Kia,9400.0,sedan,102,1.4,Petrol,yes,2012,Rio,front,WY,Oeste,42.755966,-107.30249,2023-06-17 16:03:25,2023
Opel,9350.0,sedan,166,2.2,Petrol,yes,2009,Vectra C,front,DE,Sul,38.665721,-75.755137,2023-05-28 09:02:58,2023
Peugeot,26000.0,sedan,6,2.0,Diesel,yes,2014,508,,IA,Norte,42.019842,-93.210526,2023-07-20 17:54:41,2023
Chevrolet,28777.0,hatch,47,1.4,Other,yes,2014,Volt,front,FL,Sul,27.766279,-81.686783,2023-11-22 16:58:22,2023
Daewoo,3500.0,hatch,65,0.8,Petrol,yes,2007,Matiz,front,SC,Sul,33.856892,-80.945007,2023-02-26 12:45:15,2023
Hyundai,8800.0,hatch,67,1.4,Petrol,yes,2011,i30,front,MN,Norte,44.299782,-93.774173,2023-09-04 18:51:56,2023
Opel,7200.0,sedan,189,3.2,Petrol,yes,2005,Vectra C,front,AR,Sul,34.969704,-92.373123,2023-08-07 12:36:09,2023
Opel,2600.0,sedan,234,2.2,Other,no,2002,Omega,front,DE,Sul,38.665721,-75.755137,2023-05-01 18:42:06,2023
